city_or_county,state_abr,n_rpts_x,n_injured_x,n_killed_x,n_injured_y,n_rpts_y,n_killed_y
Lindsborg (Smolan),KS,1,0,0,0,1,0
Lindside,WV,1,0,0,0,1,0
Lindstrom,MN,1,0,1,0,1,1
Linesville,PA,1,1,1,1,1,1
Lineville,AL,1,1,0,1,1,0
Lingle,WY,1,0,2,0,1,2
Linn,MO,1,0,0,0,1,0
Linn (county),IA,1,0,0,0,1,0
Linn (county),OR,13,1,0,1,13,0
Linn County,IA,1,0,0,0,1,0
Linn Grove,IA,1,0,0,0,1,0
Linthicum,MD,1,0,0,0,1,0
Linthicum Heights,MD,1,0,1,0,1,1
Linthicum Heights (Linthicum),MD,1,0,0,0,1,0
Linton,IN,4,1,2,1,4,2
Linwood,MI,1,0,2,0,1,2
Linwood,NC,3,1,1,1,3,1
Linwood,NJ,1,0,0,0,1,0
Lisbon,ME,2,0,0,0,2,0
Lisbon,OH,1,0,0,0,1,0
Lisle,IL,3,0,1,0,3,1
Lisle,NY,1,0,0,0,1,0
Lisman,AL,3,3,0,3,3,0
Litchfield,CT,1,0,0,0,1,0
Litchfield,IL,2,0,0,0,2,0
Litchfield,ME,4,1,0,1,4,0
Litchfield,MI,1,0,0,0,1,0
Litchfield,MN,2,1,0,1,2,0
Litchfield,NH,1,0,0,0,1,0
Litchfield,SC,1,1,0,1,1,0
Litchfield (Harvey Township),MN,1,0,2,0,1,2
Litchfield Park,AZ,2,1,0,1,2,0
Litchfield Park (Litchfield),AZ,1,0,0,0,1,0
Lithia,FL,7,0,0,0,7,0
Lithia Springs,GA,11,3,7,3,11,7
Lithonia,GA,75,33,44,33,75,44
Lititz,PA,7,2,0,2,7,0
Little Egg Harbor,NJ,2,0,0,0,2,0
Little Egg Harbor Twp,NJ,2,0,0,0,2,0
Little Elm,TX,4,2,2,2,4,2
Little Falls,MN,1,0,0,0,1,0
Little Falls (Belle Prairie Township),MN,1,0,1,0,1,1
Little Falls (Woodland Park),NJ,2,0,2,0,2,2
Little Ferry,NJ,1,0,0,0,1,0
Little Hocking,OH,1,0,1,0,1,1
Little Meadows,PA,1,0,0,0,1,0
Little Mountain,SC,4,1,2,1,4,2
Little Neck,NY,1,0,0,0,1,0
Little Orleans,MD,1,2,1,2,1,1
Little River,CA,1,0,1,0,1,1
Little River,SC,10,5,1,5,10,1
Little River (county),AR,1,0,2,0,1,2
Little River Academy,TX,1,0,1,0,1,1
Little Rock,AR,924,590,169,590,924,169
Little Rock,IA,4,3,0,3,4,0
Little Rock,SC,2,2,0,2,2,0
Little Rock ,AR,5,0,0,0,5,0
Little Valley,NY,1,0,0,0,1,0
Little Woods,LA,1,1,0,1,1,0
Littlefield,TX,3,1,2,1,3,2
Littlefield (Beaver Dam),AZ,1,1,0,1,1,0
Littleport,IA,1,1,0,1,1,0
Littlerock,CA,6,2,5,2,6,5
Littlestown,PA,3,1,3,1,3,3
Littlestown (White Hall),PA,2,0,1,0,2,1
Littleton,CO,37,6,13,6,37,13
Littleton,MA,3,0,0,0,3,0
Littleton,NH,3,0,2,0,3,2
Littleton (Highlands Ranch),CO,2,6,3,6,2,3
Littleton (Lakewood),CO,22,8,5,8,22,5
Live Oak,CA,4,0,1,0,4,1
Live Oak,FL,7,3,2,3,7,2
Live Oak (county),TX,1,0,2,0,1,2
Livermore,CA,17,10,5,10,17,5
Livermore,CO,1,2,0,2,1,0
Livermore,KY,1,1,0,1,1,0
Livermore Falls,ME,1,0,0,0,1,0
Liverpool,NY,1,0,0,0,1,0
Liverpool (Salina),NY,4,3,1,3,4,1
Livingston,AL,1,0,1,0,1,1
Livingston,CA,9,1,1,1,9,1
Livingston,KY,1,1,1,1,1,1
Livingston,LA,4,1,2,1,4,2
Livingston,MT,3,0,1,0,3,1
Livingston,NJ,1,1,0,1,1,0
Livingston,NY,1,0,0,0,1,0
Livingston,TN,1,0,1,0,1,1
Livingston,TX,4,2,3,2,4,3
Livingston,WI,1,1,0,1,1,0
Livingston (Coatopa),AL,1,0,1,0,1,1
Livingston (county),IL,1,0,0,0,1,0
Livingston (county),MI,1,0,0,0,1,0
Livingston County,MO,1,0,0,0,1,0
Livingston County,NY,1,0,0,0,1,0
Livingston Parish,LA,3,1,1,1,3,1
Livonia,LA,3,1,1,1,3,1
Livonia,MI,9,7,0,7,9,0
Livonia,NY,4,0,0,0,4,0
Lizella,GA,6,3,2,3,6,2
Lizemores,WV,1,1,0,1,1,0
Llano,CA,1,0,1,0,1,1
Llano,TX,3,0,2,0,3,2
Lloyd,NY,1,0,0,0,1,0
Loa (Fremont),UT,1,0,0,0,1,0
Loachapoka,AL,1,0,0,0,1,0
Lobelville,TN,1,0,0,0,1,0
Loch Sheldrake,NY,1,0,0,0,1,0
Lochearn,MD,1,1,0,1,1,0
Lochgelly,WV,1,0,0,0,1,0
Lock Haven,PA,1,1,0,1,1,0
Lockbourne,OH,1,0,1,0,1,1
Lockesburg,AR,1,0,1,0,1,1
Lockhart,SC,1,0,0,0,1,0
Lockhart,TX,2,2,1,2,2,1
Lockland,OH,3,2,3,2,3,3
Lockport,IL,11,3,3,3,11,3
Lockport,LA,5,4,3,4,5,3
Lockport,NY,38,14,1,14,38,1
Lockport (Pendleton),NY,1,0,0,0,1,0
Lockwood,MO,1,2,0,2,1,0
Lockwood,MT,3,1,1,1,3,1
Locust Fork,AL,1,0,1,0,1,1
Locust Grove,GA,5,6,7,6,5,7
Locust Grove,OK,2,0,0,0,2,0
Locust Grove,VA,6,2,3,2,6,3
Locust Valley,NY,2,1,0,1,2,0
Lodge Grass,MT,2,2,3,2,2,3
Lodi,CA,33,14,14,14,33,14
Lodi,NJ,4,1,1,1,4,1
Lodi,WI,3,0,0,0,3,0
Logan,IA,1,0,0,0,1,0
Logan,OH,2,0,0,0,2,0
Logan,UT,18,7,7,7,18,7
Logan,WV,8,4,1,4,8,1
Logan (North Logan),UT,1,1,0,1,1,0
Logan (West Logan),WV,1,0,1,0,1,1
Logan (county),AR,1,0,0,0,1,0
Logan (county),KY,1,0,0,0,1,0
Logan (county),OH,2,1,1,1,2,1
Logan (county),OK,3,1,0,1,3,0
Logan (county),WV,2,2,0,2,2,0
Logan County,AR,2,0,2,0,2,2
Logan County,OK,1,0,0,0,1,0
Logan County,WV,2,0,1,0,2,1
Logan Heights,CA,2,0,2,0,2,2
Logan Township,NJ,2,0,0,0,2,0
Logan Township,PA,1,0,0,0,1,0
Logandale,NV,1,1,0,1,1,0
Logansport,IN,8,4,3,4,8,3
Loganton,PA,1,0,0,0,1,0
Loganville,GA,6,1,3,1,6,3
Loganville,WI,1,0,1,0,1,1
Loganville (Walnut Grove),GA,1,1,0,1,1,0
Loleta,CA,9,1,0,1,9,0
Lolo,MT,2,0,3,0,2,3
Loma,CO,1,0,0,0,1,0
Loma Linda,CA,5,1,0,1,5,0
Lombard,IL,2,0,2,0,2,2
Lometa,TX,1,0,0,0,1,0
Lomira,WI,1,0,1,0,1,1
Lomita,CA,3,1,1,1,3,1
Lompoc,CA,11,4,2,4,11,2
Lompoc (Vandenberg Village),CA,1,0,0,0,1,0
London,KY,23,8,11,8,23,11
London,OH,2,2,2,2,2,2
Londonderry,NH,10,1,2,1,10,2
Londonderry,OH,1,0,1,0,1,1
Lone Grove,OK,4,2,0,2,4,0
Lone Jack,MO,1,1,1,1,1,1
Lone Oak,KY,1,0,0,0,1,0
Lone Rock,WI,1,0,0,0,1,0
Lone Tree,CO,3,1,3,1,3,3
Lone Tree,IA,2,1,0,1,2,0
Lone Wolf,OK,1,0,1,0,1,1
Long (county),GA,2,0,2,0,2,2
Long Beach,CA,329,207,120,207,329,120
Long Beach,MS,5,3,0,3,5,0
Long Beach,NY,8,6,1,6,8,1
Long Beach,WA,1,1,1,1,1,1
Long Beach (Bixby Knolls),CA,2,2,0,2,2,0
Long Beach (Naples),CA,1,1,0,1,1,0
Long Beach (North Long Beach),CA,2,0,1,0,2,1
Long Branch,NJ,15,8,9,8,15,9
Long Branch,WV,1,1,0,1,1,0
Long Grove,IA,1,0,0,0,1,0
Long Island,NY,1,1,0,1,1,0
Long Island City,NY,7,4,2,4,7,2
Long Key (Layton),FL,1,0,0,0,1,0
Long Pond,PA,3,1,0,1,3,0
Long Prairie,MN,2,1,0,1,2,0
Longboat Key,FL,1,0,2,0,1,2
Longbranch,WA,1,0,2,0,1,2
Longmeadow,MA,1,0,0,0,1,0
Longmont,CO,25,6,1,6,25,1
Longs,SC,37,16,11,16,37,11
Longview,TX,154,59,52,59,154,52
Longview,WA,17,8,6,8,17,6
Longwood,FL,6,2,1,2,6,1
Longwood,NC,4,1,1,1,4,1
Longwood (Wekiva Springs),FL,1,0,0,0,1,0
Lonoke,AR,5,3,1,3,5,1
Lonoke (county),AR,2,0,1,0,2,1
Lonoke County,AR,2,1,0,1,2,0
Lonsdale,AR,3,1,1,1,3,1
Lonsdale,MN,1,0,0,0,1,0
Lookout Valley,TN,1,1,3,1,1,3
Loomis,CA,2,1,0,1,2,0
Lopez Island,WA,3,2,2,2,3,2
Lorain,OH,113,66,22,66,113,22
Lorain (Sheffield Twp),OH,1,1,0,1,1,0
Lorain (county),OH,1,0,1,0,1,1
Lorain County,OH,1,1,0,1,1,0
Loranger,LA,3,2,1,2,3,1
Lordsburg,NM,1,1,0,1,1,0
Lore City,OH,1,0,0,0,1,0
Lorena,TX,1,0,0,0,1,0
Loris,SC,52,29,13,29,52,13
Lorman,MS,1,0,0,0,1,0
Lorraine,KS,1,1,0,1,1,0
Lorraine,NY,1,2,0,2,1,0
Lorton,VA,4,2,2,2,4,2
Los Alamitos,CA,1,0,1,0,1,1
Los Alamos,NM,4,0,0,0,4,0
Los Alamos (White Rock),NM,1,0,0,0,1,0
Los Altos,CA,1,0,0,0,1,0
Los Altos (Los Altos Hills),CA,1,1,0,1,1,0
Los Angeles,CA,1066,553,636,553,1066,636
Los Angeles (Baldwin Hills),CA,1,0,2,0,1,2
Los Angeles (Boyle Heights),CA,18,10,13,10,18,13
Los Angeles (Broadway Manchester),CA,1,0,1,0,1,1
Los Angeles (Century City),CA,1,0,0,0,1,0
Los Angeles (Commerce),CA,4,1,3,1,4,3
Los Angeles (East Los Angeles),CA,9,3,8,3,9,8
Los Angeles (Echo Park),CA,3,2,1,2,3,1
Los Angeles (Firestone Park),CA,1,0,1,0,1,1
Los Angeles (Highland Park),CA,2,3,1,3,2,1
Los Angeles (Hollywood),CA,34,23,15,23,34,15
Los Angeles (Leimert Park),CA,3,2,1,2,3,1
Los Angeles (Lincoln Heights),CA,6,1,4,1,6,4
Los Angeles (Mar Vista),CA,2,1,1,1,2,1
Los Angeles (Silver Lake),CA,1,1,0,1,1,0
Los Angeles (Vernon),CA,1,0,1,0,1,1
Los Angeles (Watts),CA,6,4,4,4,6,4
Los Angeles (West Los Angeles),CA,1,0,0,0,1,0
Los Angeles (Westchester),CA,2,1,1,1,2,1
Los Angeles (county),CA,16,7,9,7,16,9
Los Angeles County,CA,1,0,1,0,1,1
Los Banos,CA,20,10,8,10,20,8
Los Cerrillos,NM,1,0,0,0,1,0
Los Chavez,NM,1,1,0,1,1,0
Los Fresnos,TX,2,0,1,0,2,1
Los Gatos,CA,6,2,1,2,6,1
Los Lunas,NM,13,10,6,10,13,6
Los Molinos,CA,7,0,0,0,7,0
Los Osos,CA,1,0,0,0,1,0
Losantville,IN,1,0,1,0,1,1
Lost Hills,CA,2,0,2,0,2,2
Lothian,MD,5,2,2,2,5,2
Lott,TX,1,0,0,0,1,0
Loudon,TN,3,0,2,0,3,2
Loudonville,NY,1,0,0,0,1,0
Loudoun (county),VA,1,1,2,1,1,2
Loudoun County,VA,1,0,0,0,1,0
Louisa,KY,4,0,5,0,4,5
Louisa,VA,6,5,3,5,6,3
Louisa (county),VA,5,1,3,1,5,3
Louisburg,NC,5,0,3,0,5,3
Louise,TX,1,0,2,0,1,2
Louisiana,MO,1,1,0,1,1,0
Louisiana Avenue,NC,1,1,0,1,1,0
Louisville,AL,2,3,0,3,2,0
Louisville,GA,2,0,0,0,2,0
Louisville,KY,1405,795,396,795,1405,396
Louisville,MS,7,4,3,4,7,3
Louisville,NE,2,1,1,1,2,1
Louisville,OH,3,1,1,1,3,1
Louisville,TN,4,1,0,1,4,0
Louisville (Anchorage),KY,1,0,2,0,1,2
Louisville (Hurstbourne),KY,1,0,1,0,1,1
Louisville (Jeffersontown),KY,5,4,0,4,5,0
Louisville (Saint Matthews),KY,2,0,0,0,2,0
Louisville (Shively),KY,7,3,3,3,7,3
Louisville (Valley Station),KY,1,0,0,0,1,0
Loup City,NE,1,1,0,1,1,0
Love (county),OK,1,0,0,0,1,0
Lovejoy,GA,1,1,0,1,1,0
Lovejoy (Brooklyn),IL,5,7,2,7,5,2
Loveland,CO,31,8,11,8,31,11
Loveland,OH,1,1,0,1,1,0
Lovell,ME,1,1,0,1,1,0
Lovelock,NV,2,4,1,4,2,1
Loves Park,IL,15,3,2,3,15,2
Lovington,NM,3,0,1,0,3,1
Lowden,IA,1,0,0,0,1,0
Lowell,AR,1,1,0,1,1,0
Lowell,IN,3,1,3,1,3,3
Lowell,MA,158,44,7,44,158,7
Lowell,MI,2,1,2,1,2,2
Lowell,NC,2,2,0,2,2,0
Lowell,OH,1,1,0,1,1,0
Lowell,WI,2,0,0,0,2,0
Lower Brule,SD,3,1,1,1,3,1
Lower Kalskag,AK,3,1,1,1,3,1
Lower Paxton,PA,2,0,0,0,2,0
Lower Providence,PA,1,0,1,0,1,1
Lower Swatara,PA,1,0,0,0,1,0
Lowgap,NC,1,0,1,0,1,1
Lowmansville,KY,1,0,1,0,1,1
Lowndes (county),AL,3,0,2,0,3,2
Lowndes (county),GA,2,1,0,1,2,0
Lowndes (county),MS,2,2,1,2,2,1
Lowndes County,MS,1,2,0,2,1,0
Lowndesboro,AL,1,1,0,1,1,0
Lowry City,MO,1,0,2,0,1,2
Lowville,NY,3,0,0,0,3,0
Loxahatchee,FL,11,3,2,3,11,2
Loxahatchee (Loxahatchee Groves),FL,1,0,0,0,1,0
Loxley,AL,2,1,2,1,2,2
Loyal,WI,1,0,0,0,1,0
Loyall,KY,1,0,0,0,1,0
Loysville,PA,1,0,0,0,1,0
Luana,IA,1,1,0,1,1,0
Lubbock,TX,306,161,49,161,306,49
Lubbock (county),TX,5,4,0,4,5,0
Lubbock County,TX,1,0,0,0,1,0
Lucas,KY,1,0,1,0,1,1
Lucas County,OH,1,0,0,0,1,0
Lucasville,OH,2,0,4,0,2,4
Lucedale,MS,4,0,4,0,4,4
Lucedale (Basin),MS,1,1,0,1,1,0
Lucerne,CA,3,0,2,0,3,2
Lucerne,IN,1,1,0,1,1,0
Lucerne Valley,CA,1,0,0,0,1,0
Ludington,MI,4,0,2,0,4,2
Ludlow,CA,1,0,0,0,1,0
Ludlow,KY,1,1,0,1,1,0
Ludlow,MA,7,3,2,3,7,2
Ludlow,ME,1,0,1,0,1,1
Ludlow Falls,OH,1,0,1,0,1,1
Ludowici,GA,4,1,2,1,4,2
Lufkin,TX,70,18,12,18,70,12
Lugoff,SC,9,5,3,5,9,3
Lula,GA,5,1,0,1,5,0
Luling,LA,2,2,0,2,2,0
Lulu,FL,1,1,0,1,1,0
Lumber Bridge,NC,7,0,7,0,7,7
Lumberland,NY,1,0,0,0,1,0
Lumberport,WV,3,0,1,0,3,1
Lumberton,MS,5,2,1,2,5,1
Lumberton,NC,108,56,53,56,108,53
Lumberton,NJ,1,0,0,0,1,0
Lumberton,TX,1,1,0,1,1,0
Lumberton Township,NJ,1,0,0,0,1,0
Lumpkin,GA,2,1,1,1,2,1
Lumpkin County,GA,1,0,2,0,1,2
Lunenburg,MA,4,1,0,1,4,0
Luray,VA,1,1,0,1,1,0
Lusby,MD,5,1,2,1,5,2
Lusk,WY,1,1,0,1,1,0
Luther,OK,2,0,1,0,2,1
Lutherville Timonium,MD,3,3,2,3,3,2
Luttrell,TN,2,1,1,1,2,1
Lutz,FL,7,2,1,2,7,1
Luverne,AL,1,1,0,1,1,0
Luverne,MN,1,1,0,1,1,0
Luxora,AR,1,1,0,1,1,0
Luzerne,PA,3,1,0,1,3,0
Luzerne (county),PA,2,0,2,0,2,2
Luzerne County,PA,3,1,0,1,3,0
Lycoming (county),PA,1,2,0,2,1,0
Lycoming County,PA,1,0,0,0,1,0
Lydia,SC,1,1,0,1,1,0
Lyerly,GA,1,0,1,0,1,1
Lykens,PA,2,0,0,0,2,0
Lyle,MN,1,0,0,0,1,0
Lyles,TN,2,1,1,1,2,1
Lyman,SC,5,1,0,1,5,0
Lyman,WY,1,0,1,0,1,1
Lynbrook,NY,5,0,0,0,5,0
Lynch,KY,2,0,0,0,2,0
Lynch,NE,1,0,0,0,1,0
Lynchburg,SC,2,1,1,1,2,1
Lynchburg,TN,1,1,1,1,1,1
Lynchburg,VA,100,50,20,50,100,20
Lynden,WA,5,1,0,1,5,0
Lyndhurst,NJ,4,2,1,2,4,1
Lyndhurst,OH,2,1,0,1,2,0
Lyndonville,NY,1,0,0,0,1,0
Lyndonville,VT,1,0,0,0,1,0
Lyndora,PA,1,1,0,1,1,0
Lynn,MA,274,43,15,43,274,15
Lynn Center,IL,1,0,0,0,1,0
Lynn Haven,FL,8,0,0,0,8,0
Lynnfield,MA,3,0,2,0,3,2
Lynnwood,WA,23,7,5,7,23,5
Lynwood,CA,22,5,18,5,22,18
Lynwood,IL,1,0,1,0,1,1
Lynwood (LYNWOOD),CA,1,0,0,0,1,0
Lyon,MI,2,1,0,1,2,0
Lyon (county),KY,2,1,2,1,2,2
Lyon (county),MN,1,0,0,0,1,0
Lyon (county),NV,1,0,2,0,1,2
Lyon County,NV,1,1,0,1,1,0
Lyons,CO,1,0,0,0,1,0
Lyons,GA,1,0,1,0,1,1
Lyons,IL,3,1,1,1,3,1
Lyons,NE,1,0,2,0,1,2
Lyons,NY,1,0,0,0,1,0
Lyons,OH,2,1,0,1,2,0
Lyons,OR,2,1,0,1,2,0
Lytle,TX,11,0,0,0,11,0
Mabank,TX,4,2,4,2,4,4
Mabank (Gun Barrel City),TX,3,0,1,0,3,1
Mabelvale,AR,6,3,1,3,6,1
Maben (Pierpont),WV,1,0,0,0,1,0
Mableton,GA,19,3,11,3,19,11
Mabton,WA,1,1,1,1,1,1
Macclenny,FL,8,7,2,7,8,2
Macclesfield,NC,1,0,1,0,1,1
Machesney Park,IL,9,6,1,6,9,1
Machias,NY,3,1,0,1,3,0
Machiasport,ME,1,2,0,2,1,0
Macks Creek,MO,1,0,0,0,1,0
Macomb,IL,3,0,0,0,3,0
Macomb,MI,3,0,1,0,3,1
Macomb (Macomb Township),MI,8,4,3,4,8,3
Macomb County,MI,1,0,0,0,1,0
Macomb Township,MI,4,0,2,0,4,2
Macon,GA,483,329,89,329,483,89
Macon,IL,1,0,0,0,1,0
Macon,MO,2,0,2,0,2,2
Macon,MS,7,4,4,4,7,4
Macon (Prairie Point),MS,1,0,1,0,1,1
Macon (county),AL,6,2,4,2,6,4
Macon (county),IL,2,1,0,1,2,0
Macoupin (county),IL,1,0,0,0,1,0
Macungie,PA,5,1,3,1,5,3
Macy,IN,1,0,0,0,1,0
Mad River,CA,1,1,1,1,1,1
Madbury,NH,1,0,0,0,1,0
Madeira,OH,1,1,0,1,1,0
Madelia,MN,1,0,1,0,1,1
Madera,AR,1,0,0,0,1,0
Madera,CA,35,22,15,22,35,15
Madera (county),CA,3,2,1,2,3,1
Madera County,CA,1,0,0,0,1,0
Madill,OK,4,3,1,3,4,1
Madill (Oakland),OK,2,0,0,0,2,0
Madison,AL,39,25,8,25,39,8
Madison,CT,2,1,0,1,2,0
Madison,FL,10,3,3,3,10,3
Madison,GA,3,1,4,1,3,4
Madison,IL,9,3,6,3,9,6
Madison,IN,4,2,2,2,4,2
Madison,ME,18,1,4,1,18,4
Madison,MN,1,0,2,0,1,2
Madison,MS,8,3,4,3,8,4
Madison,NC,2,7,0,7,2,0
Madison,OH,6,2,2,2,6,2
Madison,SD,2,1,1,1,2,1
Madison,TN,76,42,15,42,76,15
Madison,WI,611,126,32,126,611,32
Madison,WV,1,0,0,0,1,0
Madison (Fitchburg),WI,26,6,1,6,26,1
Madison (Monona),WI,8,2,0,2,8,0
Madison (North Madison),OH,1,0,0,0,1,0
Madison (county),AL,10,5,3,5,10,3
Madison (county),AR,1,1,0,1,1,0
Madison (county),FL,1,0,1,0,1,1
Madison (county),GA,5,0,0,0,5,0
Madison (county),IA,2,2,0,2,2,0
Madison (county),IL,2,0,0,0,2,0
Madison (county),MO,1,1,0,1,1,0
Madison (county),MS,2,0,1,0,2,1
Madison (county),MT,1,0,0,0,1,0
Madison (county),NC,1,0,1,0,1,1
Madison (county),OH,1,0,0,0,1,0
Madison (county),TN,6,1,0,1,6,0
Madison (county),TX,3,2,2,2,3,2
Madison County,AL,6,3,4,3,6,4
Madison County,FL,2,1,0,1,2,0
Madison County,GA,4,0,1,0,4,1
Madison County,IA,1,1,0,1,1,0
Madison County,IL,6,0,1,0,6,1
Madison County,KY,1,0,0,0,1,0
Madison County,MS,2,0,1,0,2,1
Madison County,TN,4,1,1,1,4,1
Madison County,VA,1,1,0,1,1,0
Madison County.,IA,1,1,0,1,1,0
Madison Heights,MI,6,0,1,0,6,1
Madison Heights,VA,16,5,3,5,16,3
Madison Parish,LA,1,1,0,1,1,0
Madisonville,KY,25,9,5,9,25,5
Madisonville,LA,3,0,0,0,3,0
Madisonville,OH,2,0,2,0,2,2
Madisonville,TN,2,1,1,1,2,1
Madisonville,TX,2,1,0,1,2,0
Madras,OR,5,4,1,4,5,1
Madrid,NY,1,0,0,0,1,0
Magalia,CA,1,0,0,0,1,0
Magee,MS,4,0,3,0,4,3
Maggie Valley,NC,2,0,1,0,2,1
Magna,UT,26,3,11,3,26,11
Magnolia,AR,2,0,2,0,2,2
Magnolia,DE,12,4,2,4,12,2
Magnolia,MS,8,7,5,7,8,5
Magnolia,TX,7,1,4,1,7,4
Magnolia Springs,AL,1,0,0,0,1,0
Mahanoy City,PA,2,0,0,0,2,0
Mahanoy City (Trenton),PA,1,1,0,1,1,0
Mahaska (county),IA,1,1,0,1,1,0
Mahaska County,IA,1,1,0,1,1,0
Mahnomen,MN,3,1,1,1,3,1
Mahnomen (county),MN,1,0,2,0,1,2
Mahomet,IL,3,2,0,2,3,0
Mahoning (county),OH,2,0,0,0,2,0
Mahopac,NY,4,0,1,0,4,1
Mahtomedi,MN,1,0,1,0,1,1
Mahwah,NJ,4,0,0,0,4,0
Maiden,NC,7,1,3,1,7,3
Maineville,OH,2,0,0,0,2,0
Maineville (Hamilton Township),OH,2,1,2,1,2,2
Maitland,FL,4,0,1,0,4,1
Maitland (Eatonville),FL,1,0,0,0,1,0
Maize,KS,1,0,1,0,1,1
Major (county),OK,1,0,0,0,1,0
Makawao,HI,2,3,1,3,2,1
Malabar,FL,2,1,2,1,2,2
Malad,ID,1,0,0,0,1,0
Malad City,ID,1,1,0,1,1,0
Malaga,NJ,2,0,0,0,2,0
Malakoff,TX,2,1,1,1,2,1
Malcolm,NE,1,1,0,1,1,0
Malden,MA,4,2,0,2,4,0
Malden,MO,5,4,2,4,5,2
Malheur County,OR,1,0,2,0,1,2
Malibu,CA,4,1,1,1,4,1
Malin,OR,1,0,1,0,1,1
Malone,NY,3,1,1,1,3,1
Malone,TX,1,1,0,1,1,0
Malta,MT,1,0,1,0,1,1
Malta,NY,1,1,0,1,1,0
Malta,OH,1,0,0,0,1,0
Malvern,AR,3,1,3,1,3,3
Malverne,NY,1,1,0,1,1,0
Mamaroneck,NY,1,0,0,0,1,0
Mammoth,AZ,1,0,2,0,1,2
Mamou,LA,3,1,1,1,3,1
Man,WV,1,0,0,0,1,0
Manassas,VA,43,30,6,30,43,6
Manassas (Manassas Park),VA,1,0,0,0,1,0
Manassas Park,VA,1,0,0,0,1,0
Manatee,FL,10,7,2,7,10,2
Manatee (county),FL,15,5,2,5,15,2
Manatee County,FL,6,0,3,0,6,3
Mancelona,MI,1,1,1,1,1,1
Manchaca,TX,1,0,0,0,1,0
Manchester,CA,1,1,1,1,1,1
Manchester,CT,22,6,2,6,22,2
Manchester,IL,1,1,6,1,1,6
Manchester,KY,11,7,4,7,11,4
Manchester,MD,1,0,0,0,1,0
Manchester,ME,5,0,2,0,5,2
Manchester,NH,263,53,11,53,263,11
Manchester,NJ,2,0,0,0,2,0
Manchester,PA,7,2,3,2,7,3
Manchester,TN,4,3,1,3,4,1
Manchester,VT,2,0,0,0,2,0
Manchester Township (Manchester),NJ,1,0,1,0,1,1
Mandan,ND,31,4,4,4,31,4
Mandeville,LA,18,1,3,1,18,3
Mangham,LA,2,0,2,0,2,2
Mangonia Park,FL,3,1,6,1,3,6
Manhattan,IL,4,0,1,0,4,1
Manhattan,KS,45,18,3,18,45,3
Manhattan,NY,140,85,30,85,140,30
Manhattan (Wilton Center),IL,1,0,0,0,1,0
Manheim,PA,14,3,1,3,14,1
Manila,AR,3,0,1,0,3,1
Manistee,MI,6,0,1,0,6,1
Manistee (county),MI,1,0,0,0,1,0
Manistee County,MI,1,0,0,0,1,0
Manitou Springs,CO,5,3,0,3,5,0
Manitowoc,WI,11,2,1,2,11,1
Manitowoc (county),WI,2,0,0,0,2,0
Manitowoc County,WI,1,1,0,1,1,0
Mankato,MN,13,8,6,8,13,6
Manlius,NY,2,0,0,0,2,0
Mannford,OK,2,0,2,0,2,2
Manning,SC,2,0,2,0,2,2
Mannington,KY,1,0,0,0,1,0
Mannington,WV,2,1,0,1,2,0
Manokotak,AK,2,1,1,1,2,1
Manor,PA,1,0,0,0,1,0
Manor,TX,5,1,1,1,5,1
Manor Township,PA,1,0,0,0,1,0
Manorhaven,NY,1,0,0,0,1,0
Manorville,NY,1,1,0,1,1,0
Mansfield,AR,1,0,0,0,1,0
Mansfield,CT,1,1,0,1,1,0
Mansfield,IL,2,0,1,0,2,1
Mansfield,LA,9,2,3,2,9,3
Mansfield,MA,5,0,1,0,5,1
Mansfield,OH,33,19,14,19,33,14
Mansfield,TN,1,0,0,0,1,0
Mansfield,TX,122,4,4,4,122,4
Mansfield ,LA,1,0,0,0,1,0
Mansfield Center,CT,1,1,0,1,1,0
Manson,WA,2,0,5,0,2,5
Mantachie,MS,3,0,3,0,3,3
Manteca,CA,15,8,5,8,15,5
Manteno,IL,2,1,1,1,2,1
Manteo,NC,1,0,0,0,1,0
Manton,CA,2,0,0,0,2,0
Mantua,OH,1,0,0,0,1,0
Manvel,TX,3,2,4,2,3,4
Manville,NJ,3,3,0,3,3,0
Many,LA,6,0,3,0,6,3
Many (Sabine),LA,1,0,1,0,1,1
Maple City,KS,1,1,0,1,1,0
Maple City,MI,1,0,0,0,1,0
Maple Falls,WA,1,1,0,1,1,0
Maple Grove,MN,2,1,0,1,2,0
Maple Heights,OH,23,15,5,15,23,5
Maple Hill,NC,2,1,0,1,2,0
Maple Park,IL,2,0,0,0,2,0
Maple Shade,NJ,8,1,4,1,8,4
Mapleton,IA,1,1,0,1,1,0
Mapleton,ME,1,0,0,0,1,0
Mapleton,MN,1,0,2,0,1,2
Mapleton,UT,1,0,4,0,1,4
Maplewood,MN,7,2,3,2,7,3
Maplewood,MO,1,3,0,3,1,0
Maplewood,NJ,5,1,5,1,5,5
Maquoketa,IA,3,2,3,2,3,3
Maramec,OK,1,0,0,0,1,0
Marana,AZ,2,0,1,0,2,1
Marathon,FL,12,1,1,1,12,1
Marathon,NY,1,0,0,0,1,0
Marathon (Duck Key),FL,3,0,1,0,3,1
Marathon (Grassy Key),FL,2,0,0,0,2,0
Marathon County,WI,1,1,0,1,1,0
Marble Falls,TX,5,2,0,2,5,0
Marble Falls (Granite Shoals),TX,1,0,0,0,1,0
Marble Hill,MO,4,0,1,0,4,1
Marblehead,MA,8,0,0,0,8,0
