Law ID,state,FIPS Code,Law Class (num),Law Class,Law Class Subtype,Handguns or Long Guns,Effect,Type of Change
LA1044,Louisiana,22,13,waiting period,federal,handgun,Restrictive,Implement
LA1045,Louisiana,22,13,waiting period,federal,handgun,Permissive,Repeal
LA1046,Louisiana,22,14,firearm removal at scene of domestic violence,,handgun and long gun,,
LA1047,Louisiana,22,13,firearms in college/university,,handgun and long gun,,
LA1048,Louisiana,22,13,firearms in college/university,public and private : CCW allowed,handgun,Permissive,Modify
LA1049,Louisiana,22,13,firearms in college/university,public and private : CCW not allowed,handgun,Restrictive,Implement
LA1050,Louisiana,22,13,firearms in college/university,public and private : possession prohibited,handgun,Restrictive,Implement
LA1051,Louisiana,22,13,firearms in college/university,public and private : possession prohibited,long gun,Restrictive,Implement
LA1052,Louisiana,22,12,local laws preempted by state,,handgun and long gun,,
LA1053,Louisiana,22,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
LA1054,Louisiana,22,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
LA1055,Louisiana,22,11,required reporting of lost or stolen firearms,,handgun and long gun,,
ME1001,Maine,23,1,background checks,private sales,handgun,,
ME1002,Maine,23,1,background checks,sales from dealer,handgun,,
ME1003,Maine,23,2,carrying a concealed weapon (ccw),may issue,handgun,Permissive,Implement
ME1004,Maine,23,2,carrying a concealed weapon (ccw),shall issue,handgun,Permissive,Modify
ME1005,Maine,23,2,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,Permissive,Modify
ME1006,Maine,23,3,castle doctrine,,handgun and long gun,Permissive,Modify
ME1007,Maine,23,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
ME1008,Maine,23,5,dealer license,,handgun,,
ME1009,Maine,23,7,minimum age,youth possession,handgun,,
ME1010,Maine,23,7,minimum age,purchase and sale,handgun,Restrictive,Modify
ME1011,Maine,23,7,minimum age,purchase and sale,long gun,Restrictive,Implement
ME1013,Maine,23,8,open carry,not restricted,long gun,,
ME1014,Maine,23,11,registration,,handgun,,
ME1015,Maine,23,13,waiting period,,handgun,,
ME1016,Maine,23,1,background checks,sales from dealer,long gun,,
ME1017,Maine,23,4,child access laws,negligent storage,handgun and long gun,,
ME1018,Maine,23,5,dealer license,,long gun,,
ME1019,Maine,23,11,registration,,long gun,,
ME1020,Maine,23,1,background checks,private sales,long gun,,
ME1021,Maine,23,7,minimum age,purchase and sale,handgun,Restrictive,Implement
ME1022,Maine,23,13,waiting period,,long gun,,
ME1023,Maine,23,10,prohibited possessor,dvro : discretionary,handgun and long gun,Restrictive,Implement
ME1024,Maine,23,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
ME1025,Maine,23,10,prohibited possessor,dvro : ex parte : discretionary,handgun and long gun,Restrictive,Implement
ME1026,Maine,23,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
ME1027,Maine,23,12,safety training required,,handgun,,
ME1028,Maine,23,10,prohibited possessor,erpo,handgun and long gun,,
ME1029,Maine,23,10,prohibited possessor,dvro,handgun and long gun,,
ME1030,Maine,23,10,prohibited possessor,mental health,handgun and long gun,,
ME1031,Maine,23,12,safety training required,,long gun,,
ME1032,Maine,23,7,minimum age,youth possession,long gun,,
ME1033,Maine,23,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
ME1034,Maine,23,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
ME1035,Maine,23,8,open carry,not restricted,handgun,,
ME1036,Maine,23,6,firearm sales restrictions,,handgun and long gun,,
ME1037,Maine,23,3,castle doctrine,,handgun and long gun,Permissive,Implement
ME1038,Maine,23,13,waiting period,federal,handgun,Restrictive,Implement
ME1039,Maine,23,13,waiting period,federal,handgun,Permissive,Repeal
ME1040,Maine,23,14,firearm removal at scene of domestic violence,,handgun and long gun,,
ME1041,Maine,23,13,firearms in college/university,,handgun and long gun,,
ME1042,Maine,23,12,local laws preempted by state,,handgun and long gun,,
ME1043,Maine,23,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
ME1044,Maine,23,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
ME1045,Maine,23,11,required reporting of lost or stolen firearms,,handgun and long gun,,
MD1001,Maryland,24,1,background checks,private sales,handgun,Restrictive,Implement
MD1002,Maryland,24,1,background checks,private sales,long gun,,
MD1003,Maryland,24,1,background checks,sales from dealer,handgun,Restrictive,Implement
MD1004,Maryland,24,1,background checks,sales from dealer,long gun,,
MD1005,Maryland,24,2,carrying a concealed weapon (ccw),may issue,handgun,Permissive,Implement
MD1006,Maryland,24,3,castle doctrine,,handgun and long gun,Permissive,Implement
MD1007,Maryland,24,4,child access laws,negligent storage,handgun and long gun,,
MD1008,Maryland,24,4,child access laws,negligent storage,handgun and long gun,Restrictive,Implement
MD1009,Maryland,24,5,dealer license,,handgun,Restrictive,Implement
MD1010,Maryland,24,5,dealer license,,handgun,Restrictive,Modify
MD1011,Maryland,24,5,dealer license,,long gun,,
MD1012,Maryland,24,6,firearm sales restrictions,assault weapons ban,handgun,Restrictive,Implement
MD1013,Maryland,24,6,firearm sales restrictions,assault weapons ban,long gun,Restrictive,Implement
MD1014,Maryland,24,6,firearm sales restrictions,saturday night special ban,handgun,Restrictive,Implement
MD1015,Maryland,24,7,minimum age,youth possession,handgun,Restrictive,Implement
MD1016,Maryland,24,7,minimum age,youth possession,handgun,,
MD1017,Maryland,24,7,minimum age,youth possession,long gun,Permissive,Repeal
MD1018,Maryland,24,7,minimum age,purchase and sale,handgun,Restrictive,Implement
MD1019,Maryland,24,7,minimum age,purchase and sale,long gun,Restrictive,Implement
MD1020,Maryland,24,6,firearm sales restrictions,one gun per month,handgun,Restrictive,Implement
MD1022,Maryland,24,8,open carry,license required,handgun,Permissive,Implement
MD1024,Maryland,24,11,registration,,handgun,Restrictive,Implement
MD1025,Maryland,24,11,registration,,long gun,,
MD1026,Maryland,24,13,waiting period,,handgun,Restrictive,Implement
MD1027,Maryland,24,13,waiting period,,long gun,,
MD1028,Maryland,24,9,permit to purchase,,handgun,Restrictive,Implement
MD1029,Maryland,24,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
MD1030,Maryland,24,1,background checks,permit to purchase,handgun,Restrictive,Implement
MD1032,Maryland,24,10,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,Restrictive,Implement
MD1033,Maryland,24,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
MD1034,Maryland,24,10,prohibited possessor,dvro : discretionary surrender,handgun and long gun,Restrictive,Implement
MD1035,Maryland,24,10,prohibited possessor,dvro : surrender,handgun and long gun,Restrictive,Modify
MD1036,Maryland,24,10,prohibited possessor,mental health : committed to mh facility : voluntary,handgun and long gun,Restrictive,Implement
MD1037,Maryland,24,10,prohibited possessor,erpo : ex parte,handgun and long gun,Restrictive,Implement
MD1038,Maryland,24,10,prohibited possessor,erpo : expanded,handgun and long gun,Restrictive,Implement
MD1039,Maryland,24,12,safety training required,to purchase,handgun,,
MD1040,Maryland,24,12,safety training required,to purchase,handgun,Restrictive,Implement
MD1041,Maryland,24,10,prohibited possessor,erpo,handgun and long gun,,
MD1042,Maryland,24,10,prohibited possessor,dvro,handgun and long gun,,
MD1043,Maryland,24,10,prohibited possessor,mental health,handgun and long gun,,
MD1044,Maryland,24,11,registration,,handgun,Restrictive,Modify
MD1045,Maryland,24,12,safety training required,,long gun,,
MD1046,Maryland,24,7,minimum age,youth possession,long gun,,
MD1047,Maryland,24,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
MD1048,Maryland,24,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
MD1049,Maryland,24,9,permit to purchase,,handgun,,
MD1050,Maryland,24,8,open carry,not restricted,long gun,,
MD1052,Maryland,24,9,permit to purchase,,long gun,,
MD1051,Maryland,24,6,firearm sales restrictions,,handgun and long gun,,
MD1053,Maryland,24,14,firearm removal at scene of domestic violence,,handgun and long gun,,
MD1054,Maryland,24,14,firearm removal at scene of domestic violence,authorized,handgun and long gun,Restrictive,Implement
MD1055,Maryland,24,13,firearms in college/university,,handgun and long gun,,
MD1056,Maryland,24,12,local laws preempted by state,,handgun and long gun,,
MD1057,Maryland,24,12,local laws preempted by state,comprehensive,handgun and long gun,Permissive,Implement
MD1058,Maryland,24,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
MD1059,Maryland,24,11,required reporting of lost or stolen firearms,,handgun and long gun,,
MD1060,Maryland,24,11,required reporting of lost or stolen firearms,lost and stolen firearms,handgun,Restrictive,Implement
MA1001,Massachusetts,25,1,background checks,permit to purchase,handgun,Restrictive,Implement
MA1002,Massachusetts,25,1,background checks,private sales,handgun,Restrictive,Implement
MA1003,Massachusetts,25,1,background checks,sales from dealer,long gun,Restrictive,Implement
MA1004,Massachusetts,25,2,carrying a concealed weapon (ccw),may issue,handgun,Permissive,Implement
MA1005,Massachusetts,25,3,castle doctrine,,handgun and long gun,Permissive,Modify
MA1006,Massachusetts,25,3,castle doctrine,,handgun and long gun,Permissive,Implement
MA1007,Massachusetts,25,4,child access laws,intentional  reckless  or knowing provision,handgun and long gun,,
MA1008,Massachusetts,25,4,child access laws,negligent storage,handgun and long gun,Restrictive,Implement
MA1009,Massachusetts,25,5,dealer license,,long gun,Restrictive,Implement
MA1010,Massachusetts,25,6,firearm sales restrictions,assault weapons ban,long gun,Restrictive,Implement
MA1011,Massachusetts,25,6,firearm sales restrictions,saturday night special ban,handgun,Restrictive,Implement
MA1013,Massachusetts,25,9,permit to purchase,maximum waiting period,handgun,Restrictive,Modify
MA1014,Massachusetts,25,9,permit to purchase,maximum waiting period,handgun,Restrictive,Implement
MA1015,Massachusetts,25,7,minimum age,youth possession,handgun,Restrictive,Modify
MA1016,Massachusetts,25,7,minimum age,youth possession,long gun,Restrictive,Implement
MA1017,Massachusetts,25,7,minimum age,purchase and sale,handgun,Restrictive,Modify
MA1018,Massachusetts,25,7,minimum age,purchase and sale,long gun,Restrictive,Implement
MA1020,Massachusetts,25,7,minimum age,purchase and sale,long gun,Restrictive,Modify
MA1023,Massachusetts,25,9,permit to purchase,,long gun,Restrictive,Implement
MA1025,Massachusetts,25,1,background checks,sales from dealer,handgun,Restrictive,Implement
MA1026,Massachusetts,25,4,child access laws,negligent storage,handgun and long gun,,
MA1027,Massachusetts,25,5,dealer license,,handgun,Restrictive,Implement
MA1028,Massachusetts,25,6,firearm sales restrictions,assault weapons ban,handgun,Restrictive,Implement
MA1029,Massachusetts,25,7,minimum age,youth possession,handgun,Restrictive,Implement
MA1030,Massachusetts,25,1,background checks,private sales,long gun,Restrictive,Implement
MA1031,Massachusetts,25,7,minimum age,purchase and sale,handgun,Restrictive,Implement
MA1032,Massachusetts,25,7,minimum age,purchase and sale,handgun,Restrictive,Modify
MA1033,Massachusetts,25,9,permit to purchase,,handgun,Restrictive,Implement
MA1035,Massachusetts,25,9,permit to purchase,maximum waiting period,long gun,Restrictive,Modify
MA1036,Massachusetts,25,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
MA1037,Massachusetts,25,10,prohibited possessor,dvro : ex parte : expanded : discretionary : surrender : removal,handgun and long gun,Restrictive,Implement
MA1038,Massachusetts,25,10,prohibited possessor,dvro : expanded : discretionary : surrender : removal,handgun and long gun,Restrictive,Implement
MA1039,Massachusetts,25,10,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,Restrictive,Implement
MA1041,Massachusetts,25,10,prohibited possessor,mental health : committed to mh facility,handgun and long gun,Restrictive,Implement
MA1042,Massachusetts,25,10,prohibited possessor,erpo : expanded,handgun and long gun,Restrictive,Implement
MA1043,Massachusetts,25,10,prohibited possessor,erpo : ex parte,handgun and long gun,Restrictive,Implement
MA1044,Massachusetts,25,12,safety training required,to purchase,handgun,,
MA1045,Massachusetts,25,12,safety training required,to purchase,handgun,Restrictive,Implement
MA1046,Massachusetts,25,12,safety training required,to purchase,long gun,Restrictive,Implement
MA1047,Massachusetts,25,10,prohibited possessor,erpo,handgun and long gun,,
MA1048,Massachusetts,25,10,prohibited possessor,dvro,handgun and long gun,,
MA1049,Massachusetts,25,11,registration,,handgun,Restrictive,Implement
MA1050,Massachusetts,25,11,registration,,long gun,Restrictive,Implement
MA1051,Massachusetts,25,12,safety training required,to purchase,long gun,,
MA1052,Massachusetts,25,1,background checks,sales from dealer : federal,handgun,Restrictive,Implement
MA1053,Massachusetts,25,1,background checks,sales from dealer : federal,long gun,Restrictive,Implement
MA1054,Massachusetts,25,6,firearm sales restrictions,,handgun and long gun,,
MA1055,Massachusetts,25,1,background checks,permit to purchase,long gun,Restrictive,Implement
MA1056,Massachusetts,25,14,firearm removal at scene of domestic violence,,handgun and long gun,,
MA1057,Massachusetts,25,13,firearms in college/university,,handgun and long gun,,
MA1058,Massachusetts,25,13,firearms in college/university,public and private : CCW not allowed,handgun,Restrictive,Implement
MA1059,Massachusetts,25,13,firearms in college/university,public and private : possession prohibited,handgun,Restrictive,Implement
MA1060,Massachusetts,25,13,firearms in college/university,public and private : possession prohibited,long gun,Restrictive,Implement
MA1061,Massachusetts,25,12,local laws preempted by state,,handgun and long gun,,
MA1062,Massachusetts,25,10,prohibited possessor,convicted of crime : removal,handgun and long gun,,
MA1063,Massachusetts,25,11,required reporting of lost or stolen firearms,lost and stolen firearms,handgun,Restrictive,Implement
MA1064,Massachusetts,25,11,required reporting of lost or stolen firearms,lost and stolen firearms,long gun,Restrictive,Implement
MI1001,Michigan,26,1,background checks,permit to purchase,handgun,Restrictive,Implement
MI1002,Michigan,26,1,background checks,private sales,handgun,Restrictive,Implement
MI1003,Michigan,26,1,background checks,private sales,long gun,,
MI1004,Michigan,26,1,background checks,sales from dealer,handgun,Restrictive,Implement
MI1005,Michigan,26,1,background checks,sales from dealer,long gun,,
MI1006,Michigan,26,2,carrying a concealed weapon (ccw),may issue,handgun,Permissive,Implement
MI1007,Michigan,26,2,carrying a concealed weapon (ccw),shall issue,handgun,Permissive,Modify
MI1009,Michigan,26,3,castle doctrine,,handgun and long gun,Permissive,Implement
MI1010,Michigan,26,3,castle doctrine,stand your ground,handgun and long gun,Permissive,Modify
MI1011,Michigan,26,4,child access laws,negligent storage,handgun and long gun,,
MI1012,Michigan,26,5,dealer license,,handgun,,
MI1013,Michigan,26,7,minimum age,youth possession,long gun,Restrictive,Implement
